"","year","country","pa_pp","spatial_lag_pp","time_spatial_lag_pp","rel_lag_pp","time_rel_lag_pp","trade_lag_pp","time_trade_lag_pp","trade_lag_pp_20","time_trade_lag_pp_20","lang_lag_pp","time_lang_lag_pp","env_igo_lag_pp","time_env_igo_lag_pp","env_igo_lag_pp_20","time_env_igo_lag_pp_20","gdppc","tradeo","gdpg","fdiprop","odaprop","nrr","popd","fhipr","av_pp","US","env_igo_nb"
"117",1962,"COD",-0.0183645485652278,-0.00336749331265781,0,-0.0189924480536704,0,-0.0174787567006014,NA,-0.11920711432847,NA,-0.0253993170603111,0,-0.0204326679932354,0,-0.0204326679932354,0,196.9432097,NA,-10.85137608,NA,0.0295327112598401,NA,6.91351492,NA,0,0,2
"118",1962,"COG",-0.0563206140350877,-0.0187206434812223,0,-0.0184435414515011,0,-0.0282335723689423,NA,-0.267336665538308,NA,-0.0254965976818279,0,-0.0181007743841971,0,-0.0181007743841971,0,139.9957535,103.1207575,8.350726724,NA,0.00125267230344245,NA,3.172565154,NA,0,0,2
"119",1962,"COK",-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA
"120",1962,"COL",-0.0014330103321122,-0.0373455149805473,0,-0.0180625084114304,0,-0.0219415085968711,NA,-0.262516421628953,NA,-0.00590939705629351,0,-0.0197191079407761,0,-0.0197191079407761,0,280.5791374,26.82114888,5.089216984,NA,0.0115605342122556,NA,14.58532132,NA,0,0,1
"121",1962,"CRI",-0.0123810904926516,-0.0149971101868635,0,-0.0184736148930524,0,NA,NA,NA,NA,-0.0067838993689234,0,-0.0210959171429588,0,-0.0210959171429588,0,351.2010859,45.91880922,1.879276556,NA,0.0144597920299837,NA,27.34308656,NA,0,0,3
"122",1962,"DEU",-0.0441250153110906,NA,NA,NA,NA,-0.0213677618928604,NA,-0.294693995667537,NA,-0.032358290119092,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,210.1728067,NA,0,0,0
"123",1962,"DMA",-0.00605153190514667,NA,NA,NA,NA,NA,NA,NA,NA,-0.0192613379677839,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.52666667,NA,0,0,0
"124",1962,"ESP",-0.00238513433644934,-0.0137899369397283,0,-0.0191078064039344,0,-0.0209481432557653,NA,-0.296768590512965,NA,-0.0067838993689234,0,-0.0174332644607147,0,-0.0174332644607147,0,450.0532892,NA,11.83867419,NA,0,NA,61.50556245,NA,0,0,9
"125",1962,"ETH",-0.000711514853916032,-0.00079600556742457,0,-0.00164233541400005,0,-0.0186668653304245,NA,-0.177739580181715,NA,-0.016763077658513,0,-0.0212643078482187,0,-0.0212643078482187,0,NA,NA,NA,NA,NA,NA,20.2376703,NA,0,0,1
"126",1962,"FIN",-0.0139594552541771,-0.00035825258302805,0,-0.0189871316708354,0,NA,NA,NA,NA,-0.0192511199601792,0,-0.0185618798963187,0,-0.0185618798963187,0,1327.427224,NA,7.604670479,NA,0,NA,14.64593388,NA,0,0,7
"127",1962,"FJI",-0.00396934865900383,NA,NA,NA,NA,NA,NA,NA,NA,-0.0167505949417776,0,NA,NA,NA,NA,282.2151739,NA,3.517582003,NA,0.00863337989400635,NA,22.68932677,NA,0,0,0
