"","year","country","pa_b","spatial_lag","time_spatial_lag","rel_lag","time_rel_lag","trade_lag","time_trade_lag","trade_lag_20","time_trade_lag_20","lang_lag","time_lang_lag","env_igo_lag","time_env_igo_lag","env_igo_lag_20","time_env_igo_lag_20","gdppc","tradeo","gdpg","fdiprop","odaprop","nrr","popd","fhipr","region","b_prop","US","env_igo_nb"
"5735",1985,"AIA",0,NA,NA,NA,NA,NA,NA,NA,NA,0.724137931034483,0.724137931034483,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.568965517241379,1,NA
"5736",1985,"ALB",1,0.666666666666667,0.666666666666667,0.863636363636363,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.4847358,38.11568302,-1.251596644,0,NA,16.1937728,106.0010584,7,"Southern Europe",0.568965517241379,1,3
"5737",1985,"AND",0,NA,NA,NA,NA,NA,NA,NA,NA,0.761904761904762,0.761904761904762,NA,NA,NA,NA,7825.103466,NA,1.78468669,NA,0,0,89.74680851,NA,"Southern Europe",0.568965517241379,1,0
"5738",1985,"ARE",0,0.8,0.8,0.833333333333333,0.833333333333333,NA,NA,NA,NA,0.75,0.75,0.795252225519286,0.78978978978979,0.779220779220779,0.783783783783783,31955.18125,NA,4.01695128,0.00407195240979789,7.9410724434376e-05,23.37847758,18.42200789,5,"Western Asia",0.568965517241379,1,3
"5739",1985,"ARG",1,1,1,0.858823529411764,0.858823529411764,0.916966067978136,0.928842283099818,0.925074282623939,0.969350682195755,0.80952380952381,0.80952380952381,0.815602836879433,0.813397129186603,0.812121212121211,0.816513761467889,2651.229542,12.34638143,1.570738702,0.00338845892416248,0.000413948324140637,4.142453744,10.90083166,2,"South America",0.568965517241379,1,6
"5740",1985,"ARM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.9315771,NA,"Western Asia",0.568965517241379,1,0
"5741",1985,"ASM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,190.84,NA,"Polynesia",0.568965517241379,1,NA
"5742",1985,"ATG",0,1,1,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.706896551724138,0.706896551724138,0.8,0.8,0.8,0.8,3187.981492,NA,10.1649956,0.0211159950930708,0.0113258514096517,0,148.55,2,"Caribbean",0.568965517241379,1,2
"5743",1985,"AUS",1,1,1,0.847058823529411,0.847058823529411,0.894083157042686,0.913973619600847,0.89576534861379,0.917957324416206,0.724137931034483,0.724137931034483,0.811428571428571,0.809248554913295,0.80493273542601,0.806818181818182,12421.4926,28.54121039,4.591738564,0.0022129635405309,0,4.214642907,2.027959205,1,"Australia and New Zealand",0.568965517241379,1,9
"5744",1985,"AUT",1,0.333333333333333,0.333333333333333,0.847058823529411,0.847058823529411,0.905876701722137,0.917611396583216,0.903851712603067,0.918777917884326,1,0.75,0.791569086651055,0.787234042553192,0.748201438848921,0.748201438848921,8991.06504,66.5750061,0.051274763,0.00169507119646952,0,0.421157746,91.63153175,1,"Western Europe",0.568965517241379,1,8
"5745",1985,"AZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.92437843,NA,"Western Asia",0.568965517241379,1,0
"5746",1985,"BDI",1,1,0.666666666666667,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.804195804195803,0.797202797202796,0.804195804195803,0.797202797202796,203.85983,35.05631669,0.155544005,0.00120549786347104,0.139462943395341,6.778374701,188.561838,7,"Eastern Africa",0.568965517241379,1,2
"5747",1985,"BEL",1,0.8,0.8,0.858823529411764,0.858823529411764,0.904668964451113,0.901718411556527,0.899792832802395,0.90807669203071,0.918918918918918,0.891891891891891,0.802447552447553,0.798586572438164,0.81055900621118,0.807570977917981,8457.268803,128.230735,2.466382805,0.00467153203212095,0,0.167548035,300.2855576,1,"Western Europe",0.568965517241379,1,14
"5748",1985,"BEN",1,1,1,1,1,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.805555555555554,0.799196787148594,0.796116504854369,0.791044776119402,244.8443484,50.51130349,7.929839566,1.08861316394367e-05,0.0713800561971586,10.40925084,38.07263214,7,"Western Africa",0.568965517241379,1,4
"5749",1985,"BES",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.568965517241379,1,NA
"5750",1985,"BFA",1,0.833333333333333,0.833333333333333,0.863636363636363,0.818181818181818,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.807692307692306,0.801556420233461,0.797235023041474,0.792452830188679,188.3357464,39.71870566,-1.778696688,0.00114392955466568,0.125339064387866,8.609823563,28.33141813,7,"Western Africa",0.568965517241379,1,5
"5751",1985,"BGD",1,0.5,0.5,0.833333333333333,0.833333333333333,0.902964365514216,0.903341564823596,0.886784775011895,0.901476232796148,NA,NA,0.80232558139535,0.797665369649804,0.788990825688072,0.787037037037037,202.2878488,16.81172717,4.803310015,-2.92412703822875e-05,0.0586147358679636,0.533453646,718.554498,6,"Southern Asia",0.568965517241379,1,3
"5752",1985,"BGR",1,0.75,0.75,0.847058823529411,0.847058823529411,NA,NA,NA,NA,NA,NA,0.791044776119404,0.78643216080402,0.791044776119404,0.78643216080402,1963.572676,78.37731166,3.396443622,0,0,1.299435819,80.99682726,7,"Eastern Europe",0.568965517241379,1,7
"5753",1985,"BHR",1,0.857142857142857,0.857142857142857,0.833333333333333,0.833333333333333,0.895267147016983,0.858592365500986,0.889967895588575,0.81968955199128,0.708333333333333,0.708333333333333,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,9316.380553,190.330269,5.003646045,0.0360231529160281,0.0540815256785752,34.23918271,607.5608696,5,"Western Asia",0.568965517241379,1,1
"5754",1985,"BHS",1,0.4,0.4,0.847058823529411,0.847058823529411,0.90334251547661,0.927825233879748,0.906238872735429,0.933991126763987,0.706896551724138,0.706896551724138,0.808362369337981,0.803508771929826,0.799196787148594,0.795918367346938,8463.464999,121.8950566,14.17114862,-0.00240066630738327,0.00491891625104111,0.114903866,24.09250749,2,"Caribbean",0.568965517241379,1,3
"5755",1985,"BIH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.95306641,NA,"Southern Europe",0.568965517241379,1,0
"5756",1985,"BLR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8350548,NA,"Eastern Europe",0.568965517241379,1,0
"5757",1985,"BLZ",1,1,1,0.847058823529411,0.847058823529411,0.898871848736914,0.934980615722191,0.890399661043563,0.934254369327807,0.721518987341772,0.721518987341772,0.8,0.8,0.8,0.8,1342.227691,109.3832703,1.972065026,-0.0172589157681368,0.0648375466537064,0.660556481,7.002235861,2,"Central America",0.568965517241379,1,2
"5758",1985,"BMU",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17469.82557,NA,0.481400436,NA,8.11605973492331e-05,0,1044.87037,NA,"Northern America",0.568965517241379,1,NA
"5759",1985,"BOL",1,1,1,0.847058823529411,0.847058823529411,0.89026597835515,0.90476522394362,0.89026597835515,0.90476522394362,0.761904761904762,0.761904761904762,0.803468208092488,0.797687861271678,0.803468208092488,0.797687861271678,986.8129516,49.47473375,-0.200665698,0.00113461721935689,0.0212027536772847,3.517324227,5.77118619,2,"South America",0.568965517241379,1,4
"5760",1985,"BRA",1,1,1,0.847058823529411,0.847058823529411,0.909882674886167,0.928545763454479,0.901287347744799,0.946972108715969,1,1,0.807228915662651,0.804878048780489,0.803827751196172,0.80440097799511,1406.6898,23.83007467,5.4,0.00846341722416906,0.000815333957736009,3.611307317,16.01896774,3,"South America",0.568965517241379,1,9
"5761",1985,"BRB",1,0.875,0.875,0.847058823529411,0.847058823529411,0.892523350136205,0.923612045086218,0.888095091310847,0.94814998778417,0.706896551724138,0.706896551724138,0.794676806083649,0.796296296296298,0.78125,0.796296296296298,5235.134119,118.2539683,3.600374065,0.0267282392046084,0.00423197106558817,0.9365655,598.3232558,1,"Caribbean",0.568965517241379,1,2
"5762",1985,"BRN",1,0.5,0.5,0.833333333333333,0.833333333333333,0.819297229767045,0.855617319229854,0.823194811291219,0.844357174902973,1,1,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,17619.19066,NA,0.599876542,0.000211499039500377,0.000214142778128629,31.29708932,40.73662239,6,"South-Eastern Asia",0.568965517241379,1,1
"5763",1985,"BTN",1,0,0,0.75,0.75,NA,NA,NA,NA,1,1,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,341.28438,61.24723095,4.556658989,NA,0.104138116365913,8.620818642,10.06281703,5,"Southern Asia",0.568965517241379,1,1
"5764",1985,"BWA",1,1,1,0.863636363636363,0.818181818181818,NA,NA,NA,NA,0.706896551724138,0.706896551724138,0.800847457627117,0.793991416309011,0.789473684210527,0.782608695652175,1128.848463,118.7734707,8.545383639,0.0500925840075297,0.0821488546994575,1.64485338,1.939494998,2,"Southern Africa",0.568965517241379,1,2
"5765",1985,"CAF",1,0.8,0.6,0.858823529411764,0.858823529411764,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.800813008130082,0.794238683127571,0.79,0.783505154639175,252.7485699,58.89567164,9.481726653,0.00807319780340241,0.206468712559766,9.018277991,4.050752833,7,"Middle Africa",0.568965517241379,1,3
"5766",1985,"CAN",1,0,0,0.847058823529411,0.847058823529411,0.904126408945458,0.929339377106978,0.889884408510369,0.950560891042311,0.776470588235294,0.764705882352941,0.811279826464208,0.805615550755941,0.853658536585366,0.841897233201581,13877.91708,52.6754345,NA,0.0159698723566506,0,4.507414109,2.856148117,1,"Northern America",0.568965517241379,1,13
"5767",1985,"CHE",1,0.666666666666667,0.666666666666667,0.858823529411764,0.858823529411764,0.910856344915195,0.923053655526975,0.898745428055581,0.926018443994426,0.891891891891891,0.864864864864864,0.789046653144016,0.787321063394683,0.777272727272727,0.775700934579439,17005.53424,91.50556087,3.008456322,0.00709399614685934,0,0.042198832,162.9655443,1,"Western Europe",0.568965517241379,1,12
"5768",1985,"CHL",1,1,1,0.847058823529411,0.847058823529411,0.89354924953624,0.912898518686432,0.876684094397402,0.867344384791519,0.761904761904762,0.761904761904762,0.808163265306122,0.805785123966942,0.80392156862745,0.804511278195489,1615.320908,47.26180326,4.103683239,0.00397502309931789,0.000588609199389436,8.11593726,16.33790879,6,"South America",0.568965517241379,1,8
"5769",1985,"CHN",1,0.866666666666667,0.866666666666667,0.863636363636363,0.818181818181818,0.893712036434579,0.917187729100898,0.85749457741246,0.914976262704085,1,1,0.816062176165804,0.814621409921672,0.814084507042253,0.814285714285714,250.713969,15.7698783,15.19154002,0.0048394480413315,0.00306785606489015,10.09704414,110.0118094,6,"Eastern Asia",0.568965517241379,1,6
"5770",1985,"CIV",1,0.6,0.6,0.863636363636363,0.818181818181818,0.894377178492784,NA,0.891046160387164,NA,0.909090909090909,0.878787878787878,0.823960880195599,0.81930693069307,0.835365853658537,0.842105263157895,711.0852016,77.10319819,-2.701261435,0.00317760127443385,0.0179766870224161,5.410380118,30.25599057,6,"Western Africa",0.568965517241379,1,7
"5771",1985,"CMR",1,0.75,0.75,0.863636363636363,0.818181818181818,NA,NA,NA,NA,0.776470588235294,0.764705882352941,0.808252427184466,0.803439803439804,0.81570996978852,0.822085889570551,768.9839227,64.47202025,7.474572544,0.00241627557318424,0.0250261994958418,11.34371572,20.11501766,6,"Middle Africa",0.568965517241379,1,8
"5772",1985,"COD",1,0.888888888888889,0.888888888888889,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.812286689419796,0.806228373702423,0.807843137254901,0.802419354838709,262.9775139,NA,5.541074022,-0.00412969182354971,0.0382196942556302,13.64585733,13.18005867,6,"Middle Africa",0.568965517241379,1,4
"5773",1985,"COG",1,1,0.8,0.847058823529411,0.847058823529411,0.935199125029212,0.952161611914595,0.934784271071724,0.965055053020247,0.909090909090909,0.878787878787878,0.806916426512969,0.801749271137025,0.798353909465022,0.803418803418803,1095.837852,107.2509129,6.976131054,0.0159321857085834,0.044001101639555,27.18573241,5.861607613,7,"Middle Africa",0.568965517241379,1,4
"5774",1985,"COK",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",0.568965517241379,1,NA
"5775",1985,"COL",1,0.8,0.8,0.847058823529411,0.847058823529411,0.908164410141969,0.927862000328797,0.908599906988927,0.966050768957468,0.761904761904762,0.761904761904762,0.796747967479675,0.791780821917807,0.773381294964029,0.774436090225563,1333.370911,24.34875009,3.350683739,0.01526672827558,0.00130551436501207,3.663594267,25.85762235,2,"South America",0.568965517241379,1,6
"5776",1985,"COM",0,1,1,0.833333333333333,0.833333333333333,NA,NA,NA,NA,0.82,0.8,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,505.100885,35.75659199,4.110299989,0,0.231080915136726,0.769874523,196.4879097,5,"Eastern Africa",0.568965517241379,1,1
"5777",1985,"CPV",0,1,1,0.847058823529411,0.847058823529411,NA,0.992617545931123,NA,0.976714811357618,1,1,0.799196787148594,0.794354838709677,0.785714285714285,0.784688995215312,393.5311188,100.473455,3.783270681,0,0.459024599742469,NA,83.2439206,6,"Western Africa",0.568965517241379,1,3
"5778",1985,"CRI",1,1,1,0.847058823529411,0.847058823529411,0.896561323066337,0.927640891819245,0.891945519480427,0.932064389255174,0.761904761904762,0.761904761904762,0.808917197452229,0.808917197452229,0.8014440433213,0.805054151624549,1357.642778,68.35352728,8.024107907,0.0152712360333745,0.0545038321471691,2.937580098,52.80454367,1,"Central America",0.568965517241379,1,7
"5779",1985,"CUB",0,0.5,0.5,0.909090909090909,0.863636363636363,NA,NA,NA,NA,0.80952380952381,0.80952380952381,0.803738317757008,0.799054373522459,0.939393939393939,0.939393939393939,2388.285775,76.41422843,7.929716515,NA,0.00148797494325504,0.537326111,93.72010242,6,"Caribbean",0.568965517241379,1,7
"5780",1985,"CUW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,342.2072072,NA,"Caribbean",0.568965517241379,1,NA
"5781",1985,"CYM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,85.1375,NA,"Caribbean",0.568965517241379,1,NA
"5782",1985,"CYP",1,0.833333333333333,0.833333333333333,0.847058823529411,0.847058823529411,0.906856429886514,0.887349868632015,0.904391967168988,0.887479715555589,1,1,0.804071246819339,0.79948586118252,0.814814814814815,0.814814814814815,4258.743652,121.7586297,8.757894383,0.0231258810327214,0.00738286290787116,0.072375148,77.88722944,1,"Western Asia",0.568965517241379,1,6
"5783",1985,"CZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,133.6898279,NA,"Eastern Europe",0.568965517241379,1,0
"5784",1985,"DEU",1,NA,NA,NA,NA,0.91638826981701,0.920810682224617,0.918235430246401,0.922641053056648,1,0.75,NA,NA,NA,NA,9313.169412,46.24265591,2.82294781,0.000814584811153051,0,0.518221599,223.0077192,1,"Western Europe",0.568965517241379,1,0
"5785",1985,"DJI",0,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,NA,NA,NA,NA,0.84,0.82,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,NA,NA,NA,NA,NA,NA,16.48645384,5,"Eastern Africa",0.568965517241379,1,1
"5786",1985,"DMA",1,1,1,0.847058823529411,0.847058823529411,0.910952241109603,NA,0.907738111158077,NA,0.776470588235294,0.764705882352941,0.807142857142855,0.799999999999998,0.807142857142855,0.799999999999998,1517.419244,NA,4.19664683,0.0210705544336305,0.148593207989045,0.037708535,95.91466667,2,"Caribbean",0.568965517241379,1,1
"5787",1985,"DNK",0,0.625,0.625,0.847058823529411,0.847058823529411,0.908613148932292,0.913033301759436,0.896384156928543,0.915630715625131,NA,NA,0.804800000000001,0.802907915993538,0.829351535836177,0.828671328671329,11562.91908,70.90859363,4.166137923,-0.000259822021489128,0,0.41252104,127.790475,1,"Northern Europe",0.568965517241379,1,18
"5788",1985,"DOM",0,0.714285714285714,0.714285714285714,0.858823529411764,0.858823529411764,0.925961471323082,NA,0.91685942961725,NA,0.80952380952381,0.80952380952381,0.814814814814815,0.809999999999999,0.804347826086956,0.807692307692307,1845.560023,51.74349727,1.252895975,0.00590822839399689,0.0127022601604278,0.705552974,130.0373422,1,"Caribbean",0.568965517241379,1,5
"5789",1985,"DZA",1,0.888888888888889,0.888888888888889,0.833333333333333,0.833333333333333,0.946128765311202,0.93690232642038,0.945501423760005,0.938234375604934,0.82,0.8,0.800475059382424,0.795673076923075,0.782178217821783,0.777777777777778,2510.024241,53.17638369,5.599996529,1.49477579254465e-05,0.00225295867697693,17.01353402,8.982311251,6,"Northern Africa",0.568965517241379,1,6
"5790",1985,"ECU",1,1,1,0.847058823529411,0.847058823529411,0.905382112374274,0.924935142970607,0.909134017021052,1,0.761904761904762,0.761904761904762,0.809829059829059,0.80561555075594,0.803571428571429,0.806282722513089,1874.382638,33.05830053,2.625273268,0.00295639054623044,0.00404138578623146,10.07155841,32.59275755,2,"South America",0.568965517241379,1,9
"5791",1985,"EGY",0,0.8,0.8,0.833333333333333,0.833333333333333,0.914132450119103,0.870208141510972,0.913903417000331,0.866796460824595,0.75,0.75,0.818380743982495,0.816371681415929,0.811475409836066,0.815426997245179,697.8979337,52.53164557,9.745762712,0.02146356601683,0.0520455745430743,20.95582267,48.89893315,4,"Northern Africa",0.568965517241379,1,7
"5792",1985,"ERI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Africa",0.568965517241379,1,0
"5793",1985,"ESH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Northern Africa",0.568965517241379,1,NA
"5794",1985,"ESP",1,0.833333333333333,0.833333333333333,0.847058823529411,0.847058823529411,0.909669919656496,0.918989496617847,0.910502837074514,0.92868017254011,0.761904761904762,0.761904761904762,0.801011804384486,0.798977853492334,0.825925925925926,0.828996282527881,4489.988939,41.5414303,1.784687507,0.0102951706826726,0,0.294460147,76.74668429,1,"Southern Europe",0.568965517241379,1,15
"5795",1985,"EST",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35.82488795,NA,"Northern Europe",0.568965517241379,1,0
"5796",1985,"ETH",1,0.6,0.6,0.847058823529411,0.847058823529411,0.903788933968795,0.914860913388929,0.933524615225379,0.92519971714142,0.706896551724138,0.706896551724138,0.804664723032069,0.799410029498525,0.786610878661087,0.791304347826087,206.5230999,NA,-2.848021452,0,0.0443918701906356,10.69627858,35.60662125,7,"Eastern Africa",0.568965517241379,1,4
"5797",1985,"FIN",1,0.75,0.75,0.858823529411764,0.858823529411764,0.912127723854002,0.919564360156169,0.902842740248567,0.922347950753652,1,1,0.804964539007092,0.802867383512545,0.831775700934579,0.831210191082802,10833.86629,56.5993266,3.237691996,0.00257492462778172,0,0.682139575,16.02745658,2,"Northern Europe",0.568965517241379,1,13
"5798",1985,"FJI",1,NA,NA,0.847058823529411,0.847058823529411,0.901348804024715,0.931098692876869,0.897416086221075,0.934650887558358,0.706896551724138,0.706896551724138,0.817365269461078,0.812688821752265,0.812709030100334,0.80952380952381,1657.841359,86.72469223,8.393024472,0.0197914825728132,0.0259168656290446,1.255842768,38.8922277,2,"Melanesia",0.568965517241379,1,4
"5799",1985,"FLK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"South America",0.568965517241379,1,NA
"5800",1985,"FRA",1,0.545454545454546,0.545454545454546,0.847058823529411,0.847058823529411,0.909691421993608,0.914246576787902,0.903994697596411,0.917894351563206,0.909090909090909,0.878787878787878,0.798107255520504,0.79650238473768,0.815085158150851,0.814814814814815,9430.069648,47.54182991,1.513721603,0.0045186763101959,0,0.177570765,102.7742793,1,"Western Europe",0.568965517241379,1,22
"5801",1985,"FRO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32.33166189,NA,"Northern Europe",0.568965517241379,1,NA
"5802",1985,"FSM",0,NA,NA,NA,NA,NA,NA,NA,NA,0.706896551724138,0.706896551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.2042857,NA,"Micronesia",0.568965517241379,1,0
"5803",1985,"GAB",1,0.833333333333333,0.833333333333333,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.804071246819339,0.798969072164947,0.804635761589405,0.810169491525423,4273.312834,99.29314998,7.508902308,0.00228119778959948,0.02113744844468,25.00163187,3.234435518,6,"Middle Africa",0.568965517241379,1,5
"5804",1985,"GBR",1,0.666666666666667,0.666666666666667,0.847058823529411,0.847058823529411,0.920460287379107,0.933487537808971,0.914153058610791,0.937184742422635,0.706896551724138,0.706896551724138,0.82852564102564,0.826860841423948,0.858611825192802,0.858638743455497,8179.194441,55.4338459,2.269105221,-0.000752616097094826,0,2.655116291,233.2165172,1,"Northern Europe",0.568965517241379,1,16
"5805",1985,"GEO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.426922969,NA,NA,NA,80.86707023,NA,"Western Asia",0.568965517241379,1,0
"5806",1985,"GHA",1,0.8,0.8,0.858823529411764,0.858823529411764,NA,0.901624187729493,NA,0.907317639503202,0.724137931034483,0.724137931034483,0.804071246819339,0.798969072164947,0.804635761589405,0.810169491525423,330.6939586,18.81461112,8.647569457,0.000453280406312615,0.0483015589861352,5.704956729,58.63798453,7,"Western Africa",0.568965517241379,1,5
"5807",1985,"GIB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2878.8,NA,"Southern Europe",0.568965517241379,1,NA
"5808",1985,"GIN",1,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.797142857142857,0.794466403162054,0.785992217898832,0.787037037037037,NA,NA,NA,NA,NA,NA,21.98471431,7,"Western Africa",0.568965517241379,1,5
"5809",1985,"GLP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.568965517241379,1,NA
"5810",1985,"GMB",1,1,1,0.866666666666667,0.866666666666667,NA,NA,NA,NA,0.706896551724138,0.706896551724138,0.797619047619046,0.801324503311259,0.784037558685447,0.801324503311259,215.0087681,115.9141284,3.535257302,-0.00958617054917636,0.291814309364633,3.107308575,81.50177866,3,"Western Africa",0.568965517241379,1,3
"5811",1985,"GNB",0,0.5,0.5,0,0,NA,NA,NA,NA,1,1,0.813492063492062,0.808764940239043,0.802816901408452,0.80188679245283,156.2596909,64.68262293,9.109222986,0.0165368152843351,0.39276741188975,19.41324817,31.51529161,6,"Western Africa",0.568965517241379,1,4
"5812",1985,"GNQ",0,0.75,0.75,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.851851851851851,0.833333333333332,0.8,0.8,0.8,0.8,140.5631766,NA,1.01138167,0.0431232207411709,0.297490624833024,19.60677885,12.7627451,7,"Middle Africa",0.568965517241379,1,1
"5813",1985,"GRC",1,0.875,0.875,0.847058823529411,0.847058823529411,0.911637051447009,0.916514799170119,0.921881016835758,0.920829641714691,0,0,0.803571428571427,0.799196787148594,0.80327868852459,0.80327868852459,4852.565667,40.8984903,2.010580236,0.0100999532641135,0,0.478157812,76.77114818,1,"Southern Europe",0.568965517241379,1,9
"5814",1985,"GRD",1,0.875,0.875,0.847058823529411,0.847058823529411,0.910064729905107,0.946994556716235,0.916540240560559,0.950644287204632,0.724137931034483,0.724137931034483,NA,NA,NA,NA,1460.913798,NA,3.568465241,0.0192395815537508,0.188754032859365,0,292.9941176,5,"Caribbean",0.568965517241379,1,0
"5815",1985,"GRL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7198.702247,NA,-5.179615486,NA,0,4.541121358,0.154228856,NA,"Northern America",0.568965517241379,1,NA
"5816",1985,"GTM",1,1,1,0.847058823529411,0.847058823529411,0.911161224137485,0.930354257218618,0.899734391836351,0.95048940105368,0.80952380952381,0.80952380952381,0.807359307359307,0.802631578947368,0.801546391752577,0.803713527851459,1234.702641,28.1531148,0.496697753,0.00401267155213652,0.00512988398278898,0.817918598,71.57393617,5,"Central America",0.568965517241379,1,8
"5817",1985,"GUF",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"South America",0.568965517241379,1,NA
"5818",1985,"GUM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,225.712963,NA,"Micronesia",0.568965517241379,1,NA
"5819",1985,"GUY",1,0.875,0.875,0.847058823529411,0.847058823529411,NA,NA,NA,NA,0.706896551724138,0.706896551724138,0.811111111111111,0.806691449814128,0.800865800865802,0.799999999999999,563.953167,95.52013857,-5.028737864,0.0102575304540054,0.0223704134789097,24.26085174,3.942123444,5,"South America",0.568965517241379,1,4
"5820",1985,"HKG",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208.226159,199.9114477,9.973737624,0.0384269326667612,0.000410308330021354,0.001595349,5452.424242,NA,"Eastern Asia",0.568965517241379,1,NA
"5821",1985,"HND",1,1,1,0.847058823529411,0.847058823529411,0.899282707548842,0.912506510769641,0.884796192912294,0.938380446480944,0.761904761904762,0.761904761904762,0.796511627906978,0.790697674418606,0.796511627906978,0.790697674418606,1153.309541,58.23759584,6.327295761,0.00416046847820681,0.0437591760187662,2.279300646,38.09025829,2,"Central America",0.568965517241379,1,4
"5822",1985,"HRV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.71105348,NA,"Southern Europe",0.568965517241379,1,0
"5823",1985,"HTI",1,0.6,0.6,0.863636363636363,0.818181818181818,NA,NA,NA,NA,0.909090909090909,0.878787878787878,0.794676806083649,0.790076335877863,0.78125,0.780269058295965,296.7680033,NA,0.300917036,0.00245567668758947,0.0637705096905627,0.651503626,222.0584906,7,"Caribbean",0.568965517241379,1,3
"5824",1985,"HUN",1,0.666666666666667,0.666666666666667,0.847058823529411,0.847058823529411,0.917332694625587,0.918722361555185,0.928565219218553,0.92284571905484,NA,NA,0.792517006802722,0.786941580756013,0.69047619047619,0.69047619047619,NA,NA,NA,NA,0,NA,118.6926457,6,"Eastern Europe",0.568965517241379,1,5
"5825",1985,"IDN",1,0.444444444444444,0.444444444444444,NA,NA,0.910209514693609,0.92279627369197,0.92270661414662,0.929775419841164,NA,NA,0.815677966101694,0.811158798283262,0.813299232736573,0.816272965879265,522.7171467,50.11061998,6.842105263,0.00261626776455336,0.00781898692383591,12.84400613,89.60844019,5,"South-Eastern Asia",0.568965517241379,1,7
